canonical_smiles,standard_value
CCCCC(=O)NCCCO[C@@H]1[C@@H](C)N(C)C[C@H](C)C[C@@](C)(O)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)C(=O)O[C@H](CC)[C@@]1(C)O,3.74
O=C(Cc1nn(C2CCNC2)c(=O)c2ccccc12)Nc1ccc(OC(F)(F)F)c(Cl)c1,3.03
CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@H]2CCCOC2)c(=O)n4C)cn1,1.8
Cc1cccc(C)c1CNc1nccc2c1nc(C)n2C,2.09
O=C(NCCCCN1CCN(c2cccc(OCCF)c2)CC1)c1ccc(-n2ccnc2)cc1,2.51
Cc1nc(C(C)C)c(C(N)=O)nc1-c1ccc([C@H]2CC[C@H](CC(=O)O)CC2)cc1,2.6
CN(C)c1ccc(-c2c[nH]c(CNc3ccnc4cc(Cl)ccc34)n2)cc1,4.75
c1ccc(N2CCN(CCCCCCN3CCN(c4ccccn4)CC3)CC2)nc1,1.33
CNC(=O)c1cc(C(=O)N[C@H]2[C@@H]3C[C@@H](O)C[C@@H]32)cc([C@@H](C)c2ccccc2)n1,3.6
COc1ccc(NC(=N)c2ccccc2)cc1CCC1CCCC1,3.8
CC(=O)NC(CCCCNC(=O)c1cccc([125I])c1)C(=O)NCCCCCC(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@]1(C)CCCCCC/C=C/CCC[C@@](C)(C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC1=O)[C@@H](C)O,1.45
Cc1cccc(CN2CCn3cc(-c4nc(Nc5ccnn5C)ncc4C)cc3C2=O)n1,2.2
N#CC1(NC(=O)[C@H](Cc2ccc(OC(F)(F)F)c(Cl)c2)NC(=O)c2cnn(C3CC(F)(F)C3)n2)CC1,3.89
Cn1ccc(-c2ccc(N(C(=O)NCc3ccccc3)[C@H]3CC[C@H](Nc4ccc(C#N)cn4)CC3)cc2)cc1=O,2.3
O=c1cc(-c2ccc(O)c(O)c2)oc2c(O)c(O)c([123I])cc12,0.99
CC(C)C(=O)OCOC(=O)c1sc2c([N+](=O)[O-])c(O)c(O)cc2c1Cl,2.91
COc1ccc(-c2cc3c(C(=O)O)n[nH]c3cc2Cl)cc1,0.9
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cccc(OCCNCCCF)c2F)N1CC(F)(F)F,3.7
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)c2ccccc2)C1,2.8
COC12[C@@H]3N[C@@H]3CN1c1c(O)c(C)c(N=C3C=CC(=NC(C)=O)C=C3)c(O)c1[C@@H]2COC(N)=O,0.33
C[C@@H]1CN2c3c(cc4c(N5CC[C@H](F)C5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1,2.2
CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)ccc1/C=C/C(=O)O,4.1
COc1cc(Oc2cc(OC(C)C)c3nc(COc4cccc(C(=O)O)c4)n(C)c3c2)ccn1,2.0
CC(C)CCc1sc(NC(=O)c2cc(NC(=O)c3cc(NC(=N)c4ccc(F)cc4)cn3C)cn2C)nc1C(=O)NCCCN(C)C,2.56
CN(C)CCc1c[nH]c2ccc(Cc3nnnn3C)cc12,-0.94
Cc1cc2nc(CCc3nc4ncccn4n3)cc(O)n2n1,2.5
CC(C)=CCC12OC(C)(C)[C@@H]3C[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,2.9
C[C@H]1CN(Cc2ccccc2C(=O)N[C@H]2N=C(c3ccccc3)c3ccc(C(=O)N4CCN(C)C(=O)C4)cc3NC2=O)CCO1,2.5
C#CCCCCOc1ccc2c(c1)NC(=O)CC2,1.6
C[C@@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#Cc3cccc(F)c3)cc2O[C@H]1CN(C)C(=O)NC1CCCCC1,5.19
Cc1cc(OCC2(C)COC2)cc(C)c1-c1cccc(COc2ccc3c(c2)OCC3CC(=O)O)c1,3.86
CNC(=O)c1cc(C(=O)N[C@H]2[C@@H]3COC[C@@H]32)cc2c1OC[C@H]2c1ccccc1C,4.0
Cc1[nH]c2ccc(Br)cc2c(=O)c1Br,1.76
CC(C)(CNc1ccc(C(N)=O)cn1)c1ccccc1,3.0
COc1nn(C)cc1C(=O)N[S@@]1(=O)=NC(=O)c2ccc3c(c2)N(C[C@@H]2CCO[C@H]2[C@@](CN2CCN4CCOC[C@@H]4C2)(OC)/C(F)=C/C[C@H](C)C1)C[C@@]1(CCCc2cc(Cl)ccc21)CO3,2.9
COc1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2NCCCCN)cn1,1.8
O=C(O)c1cc(-c2ccc(C3=CC4CCC(C3)N4)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c1,2.3
O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O,0.67
CC(C)c1noc(N2CCN(c3ncc(OCc4ccc(CS(C)(=O)=O)cc4F)cn3)[C@H](C)C2)n1,3.1
CN(C)C(=O)Cc1nn(-c2ccc(OCCCCF)cc2)c(=O)c2c1c1ccc(Cl)cc1n2C,3.75
Cc1ccc2[nH]c(C(=O)N[C@H]3CCN(C(=O)c4cccnc4)C[C@@H]3C(=O)NCCN(C)C)cc2c1,0.7
C[C@H]1CCN(S(=O)(=O)c2cc(NC(=O)Cn3ccnn3)ccc2Br)C1,3.9
CC(C)n1cc(-c2ccnc3[nH]c(C4CCN(CC(F)F)CC4)cc23)ccc1=O,2.9
Cc1ccccc1-c1ccc(-c2nnc(N(C)Cc3ccc4nccn4c3)o2)cc1,4.7
Cc1c(C2=CCN(C(=O)OC(C)(C)C)CC2)nnn1-c1ncccc1F,2.9
CC(=O)NS(=O)(=O)c1cccc(NC(=O)NC2N=C(C3CCCCC3)c3ccccc3N(C)C2=O)c1,0.72
COc1ccc2nc(C)cc(OCC(=O)Nc3ccccn3)c2c1,3.49
O=S(=O)(CCOCCc1ccccc1)NCCNCCc1ccc(O)c2nc(O)sc12,1.56
Fc1ccc(-c2ccn[nH]2)c(C2Cc3nccn3C2)c1,2.1
CC(C)CN1[C@H](c2c(F)cc(/C=C/C(=O)O)cc2F)c2ccc(O)cc2CC1(C)C,2.7
C[C@H]1CN(Cc2ccccc2C(=O)N[C@H]2N=C(c3ccccc3)c3ccncc3NC2=O)CCO1,3.3
Cc1ccc(-c2ccc3occ(-c4ccc(C(=O)O)cc4)c3c2)o1,1.18
COc1ccc(NC(=O)[C@@H]2SCCNC2=O)cc1,0.8
CNc1ccc(-c2nc(=O)n(CCC3CCCCO3)c3c2oc2ncc(-c4cnn(C)c4)cc23)cn1,3.2
CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,3.65
Cc1c(NC(=O)c2ccc(OCC3CC3)cc2)ccc2cc(C(C)N3CCCCC3)cnc12,3.49
O=C(O)C(=O)Nc1ccc(C#Cc2ccc(C(F)(F)F)cc2)cc1,1.97
CCCSc1c(C(=O)NC2CCCCC2)cnn1[C@H]1CC[C@H](C(=O)O)CC1,1.0
CNCc1cc(-c2cccnc2F)n(S(=O)(=O)c2cccc(C#N)c2)c1,-0.36
C/C=C/CN(C1=NCCN1)c1c(Br)cccc1Br,-0.49
C[C@H](CO[C@]1(c2ccc(Cl)cc2)c2c(F)cc(C(C)(C)O)cc2C(=O)N1Cc1ccc(Cl)cn1)C(N)=O,3.4
C[C@@H](C#N)NC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCc2[nH]c3ccc(F)cc3c2C1,3.5
O=c1ncc2ccc(Cl)cc2[nH]1,1.7
CN(C)C(=O)CN1CCC(c2cc3c(-c4ccc(=O)n(CCC5CCOCC5)c4)ccnc3[nH]2)CC1,1.5
CC1CN([C@H]2CCCN(C[C@H]3COc4ccccc4O3)C2)C(=O)N1,1.3
O=C(c1c(O)cc(Cl)cc1Cl)N1CCC(C(F)(F)F)C1,2.6
O=C(Cc1ccccc1)Nc1nnc(N[C@@H]2CCC[C@H]2Nc2nnc(NC(=O)Cc3ccccc3)s2)s1,4.3
O=C1O[C@]2(CC[C@H](C(=O)Nc3ncc(-c4cccc(CF)c4)cn3)CC2)c2cnccc21,2.65
Cc1cc(C)n2nc(CCc3cc(O)n4nc5ccccc5c4n3)nc2n1,0.3
COc1ccc(-c2ccc3[nH]nc(C(=O)N[C@H](CO)c4ccccc4)c3c2)cc1,4.0
Cn1c(COc2cccc(C(=O)O)c2)nc2ccc(Oc3ccc(F)cn3)cc21,0.6
CC(C)c1cc2c([nH]c(=O)n2Cc2ccccc2)c(N)n1,3.1
[2H]c1c([2H])c([2H])c(-c2c([2H])c([2H])c(C(C)C(=O)O)c([2H])c2F)c([2H])c1[2H],0.87
N#C[C@H]1C[C@@H]1C(=O)N[C@@]12C[C@@H]1CN(c1nc(Nc3cnn(CCO)c3)ncc1F)C2,1.43
CCCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2cnccc2c1=O,3.2
Cc1cccnc1Nc1nc(-c2cnc(OC(C)C)cn2)ns1,3.1
CC(C)(CO)Nc1ncc(C(=O)N[C@H]2C3CC4CC2C[C@](O)(C4)C3)c(C2CC2)n1,1.8
CN(C)C(=O)N1C[C@@H]2[C@H](C1)[C@H]2C(=O)N[C@H]1CCN(c2nccn3ccnc23)C1,1.2
O=C(Cc1cccc(Oc2ccccc2F)c1)N1CCNc2nc(C(F)(F)F)ccc2C1,4.5
O=S(=O)(CCCOCCNc1ccccc1)CCNCCc1ccc(O)c2nc(O)sc12,1.98
OC[C@H]1O[C@H](n2cc(COc3ccccc3)nn2)[C@@H](O)[C@@H](O)[C@@H]1O,-0.18
CN(C)Cc1ccc2c(c1)CN(c1cnc(NCc3c(F)ccc4c3CCO4)c3cn[nH]c(=O)c13)C2=O,2.2
O=C(O)CCc1ccc(OCc2ccc(Oc3ccccc3)cc2)cc1,3.26
O=C(O)c1cn(-c2ccc(Cl)cc2Cl)c2cc(N3CCNCC3)c(F)cc2c1=O,-0.55
CC(C)(O)c1cc(F)c2c(c1)C(=O)N(Cc1ccc(Cl)cn1)[C@@]2(OCC1(C(N)=O)CC1)c1ccc(Cl)cc1,3.8
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,0.43
CN(C)C(=O)c1ccc(N2Cc3c(ccnc3-c3ccc(F)cc3OCC(F)(F)F)C2=O)cc1,1.99
CCOc1nc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5cncnc5)n(C)c4c3)CCC2)ccc1/C=C/C(=O)O,3.4
COc1ccc(NC(=N)c2cc(C)cs2)cc1CSC1CCCC1,3.7
CNC(=O)C[C@@H]1COc2cc(F)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,1.3
O=S(=O)(CCOCCc1ccccc1)NCCCNCCc1ccc(O)c2nc(O)sc12,1.22
CCCOc1nc(N2CCC[C@@H](CC(=O)O)C2)ccc1C(=O)NC1CCCCC1,2.8
Cc1csc(Nc2ncnc3ccc(Oc4ccccc4F)cc23)n1,5.8
Cc1cc(O)c(C(=O)N2CCC3(CCC3)C2)c(F)c1,2.8
CCOC(=O)N1CC(O)C(=C2c3ccc(Cl)cc3CCc3cccnc32)C(O)C1,2.8
O=C(c1ccc(F)cc1F)N1CCN(c2ccc(OCCCN3CCCC3)cc2)C(=O)C1,-0.45
COC(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccc(NC(C)=O)cc1)Oc1ccc(NC(C)=O)cc1,-0.08
O=C1c2[nH]c3ccccc3c2CN2CCC1CC2,1.8
CC(C)(C)c1ccc(NC(=N)Nc2ccc(OCc3ccccc3)cc2)cc1,3.46
O=C(O)c1cc(-c2ccc(C3(O)[C@H]4CC[C@H]3CN(Cc3ccccc3)C4)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c1,3.3
CCn1cc2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNCCC(F)(F)F)cc31)N(C)S(=O)(=O)CC2,2.59
Clc1cccc(Cl)c1NC1=NCCCN1,-0.34
Cc1ccc(S(=O)(=O)OCCN(CCBr)c2c(C(=O)NCCC(=O)O)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,1.03
Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CC(=O)NC(C)(C)C(=O)O)CC3)cc2)nc1C(N)=O,0.7
CC(Nc1cc(Cl)cc(Cl)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,3.2
OCCOCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,3.86
Cc1cc2c(-c3cncc(N)c3)cnc(NC3CCNCC3)c2[nH]c1=O,0.0
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(C)c1,0.5
CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,0.21
COCc1ccccc1C1CCc2nc[nH]c2C1,2.2
CC1(CC(=O)NCc2ccc(C(=O)O)cc2)CC2(CCCCC2)OO1,0.3
O=C(NC[C@@H]1C[C@@H](F)CN1)c1ccc(-c2cnc3ccc(NC4CCCC4)nn23)cc1F,3.6
O=C(O)CS(=O)(=O)c1ccc(OCc2cccc(-c3ccccc3C(F)(F)F)c2)cc1,2.95
CNc1ccc(-c2nc(=O)n(C(C)CC3CCCO3)c3c2oc2ncc(-c4cnn(C)c4)cc23)cn1,3.3
Cc1ccccc1,2.73
CN1CCN(C(=O)c2ccc(-c3cn4c(-c5ccc(O)cc5)cnc4cn3)cc2)CC1,2.25
CS[C@H]1CN(c2ncc(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,0.72
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,1.66
CCCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C2CCCCC2)C(=O)N[C@@H](CN)C(=O)N[C@@H]([C@H](C)O)C(=O)N[C@H](C)CN1CCCC,3.4
COc1cnc2ccc(=O)n(CCN3CC[C@@H](NCc4cnc(C)c(C#N)c4)[C@@H](F)C3)c2c1,1.29
COC[C@@H]1CN(c2noc3cc(OCCCC(F)(F)F)ccc23)C(=O)O1,3.34
O=C1c2ccccc2C(=O)N1CCCCCCCCCC[P+](Cc1ccccc1)(Cc1ccccc1)Cc1ccccc1,1.37
O=C(O)C[C@H](Cc1ccc(C(F)(F)F)cc1)NC(=O)Cc1cccc(Cl)c1,1.39
O=C1O[C@]2(CC[C@H](C(=O)Nc3ncc(-c4cccc(F)c4)cn3)CC2)c2ccncc21,2.78
O=C(O)COc1ccc(OCc2cn(-c3ccc(Cl)cc3)nn2)cc1F,1.37
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CO)C(C)(C)C)cc1,0.65
CC(C)(C)C(=O)N1CCOCC1c1ccccc1,4.7
CCOc1ccc(-c2cccc(CNc3ccc(OCC(=O)O)c(F)c3)c2)c(C)c1,2.83
Cc1cnccc1COc1cnc(N2CCN(C(=O)OC(C)(C)C)C[C@H]2C)nc1,3.8
COc1ccc(C[C@H](N)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1,0.86
CC(C)CN(c1ccc(F)cc1)S(=O)(=O)c1ccc2c(c1)C(=O)CC(C1CCOCC1)O2,3.48
N#Cc1nccc(N2CCC(C(=O)N3N=CC[C@H]3c3cc(F)cc(F)c3)CC2)n1,5.1
CCC1NC(=O)c2cc(S(=O)(=O)Nc3ccccc3)ccc2NC1=O,1.6
Cc1cccnc1Nc1nc(-c2ccc(C#N)cn2)ns1,2.75
CC1CCCN1S(=O)(=O)c1cc(NC(=O)CN2C(=O)CNC2=O)ccc1Cl,3.1
CCCN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2nc(O)sc12,2.74
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)N(C)C(=O)[C@@H](CC(C)C)N(C)C1=O,0.678
Cc1nc(C)c(-c2cc(Cc3ccc(-c4cnn(C)c4)cc3)[nH]n2)s1,3.9
CN(c1cc(N2CCc3cc(S(C)(=O)=O)ccc32)ncn1)C1CCN(C(=O)OC(C)(C)C)CC1,3.2
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,2.7
O=C(NCC12CC(CN1Cc1ccccc1)C2)c1cc(Cl)cc(C(F)(F)F)c1,3.2
CS(=O)(=O)Nc1ccc2nc(CN3CCC(Cc4ccc(I)cc4)CC3)[nH]c2c1,3.54
COc1ccc(CC(=O)Nc2cnn(C(C)(C)C)c2)cc1OC,1.8
COc1ccc(C2(C)NC(=O)N(CC(=O)c3ccc(F)cc3)C2=O)cc1,4.53
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,3.015
CN(C)C(=O)c1cccc(-c2cnc(N)c(-c3nc4cccc(N5CCNCC5)c4n3C)n2)c1,1.1
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,1.435
CC(C)c1ccccc1-c1nc(NCc2ccccn2)c2c(ccn2C)n1,4.5
Cn1c(-c2ccoc2)c(C2CCCCC2)c2ccc(C(=O)O)cc21,3.26
COc1ccc(CNC(=O)c2ncc3cccnc3c2O)cc1,4.2
Cc1ccc(-c2cn([C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)nn2)cc1,0.91
CC[C@H](C(=O)OC(C)c1ccccc1)[C@H](CO)Cc1cncn1C,2.08
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)CC3OC1CC(N2CCOCC2C#N)C(O)C(C)O1,1.98
CC(F)(F)CN1CCOc2c(nn(-c3ccccc3Cl)c2-c2ccc(Cl)cc2)C1=O,4.1
CC1CCN(CC(=O)Nc2sc3c(c2C(=O)NCc2ccccc2)CCCC3)CC1,4.57
CCOc1cc(Cl)c(C(=O)Nc2nc3ccc(OC4CCN(C)CC4)cc3s2)cc1N1CCOCC1,2.9
COc1ccc(S(=O)(=O)N(Cc2ccccc2)Cc2ccccc2)cc1,4.7
Cc1ccccc1OCC(O)COC(=O)CCC(=O)/C=C/OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,0.04
Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CCO)CC3)cc2)nc1C(N)=O,3.1
Fc1ccc2c(c1)ncc1cc3c(cc12)[nH]c1ccccc13,1.61
CC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)cc(F)c2NC1=O,2.3
Cc1c(O)ccc2c1CCN(CC(C)C)[C@@H]2c1ccc(/C=C/C(=O)O)cc1,1.6
CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(N)=O)cc3)c2)cc1,1.5
CN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ncccc2c1=O,2.7
CC(C)Cc1cc2c(cc1Cl)OC[C@H](CC(N)=O)N2C(=O)c1ccc2c(c1)NC(=O)CO2,3.3
C[C@@H]1C[C@@H](n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(C)ccc4n3)cn2)CCN1C,2.2
CN(C)Cc1ccc2c(c1)CCN(C(=O)c1cc3cc(-c4ccccc4)ncc3n1C)C2,3.0
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCc2nnn[nH]2)c(C)c1,0.6
Cc1nc(NC(=O)C(C)CC(F)(F)F)sc1-c1ccc(N)nc1,2.9
CCc1nc(C)c(-c2ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc2)nc1C(N)=O,1.5
Cc1ccc(-n2c(=O)n(C)c3cnc4ccc(-c5ccncc5)cc4c32)cc1,4.95
CC(=O)N1CCN(CCOc2ccc(C3(O)CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cc2)CC1,2.2
CNC(=O)c1cc(C(=O)N[C@H]2[C@@H]3COC[C@@H]32)cc(C(O)c2ccccc2)n1,2.2
CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccncc3S(C)(=O)=O)cn2)CC1,2.4
O=c1cc(-c2cn[nH]c2)nc(NCc2cccc3ccccc23)[nH]1,1.9
CN(/N=C/c1ccc(C(=O)NO)cc1)C(=O)c1ccc(N(C)C)cc1,0.98
CNC(=O)C(C)Nc1ccc2c(c1)OCCO2,1.6
CC(C)(C)OC(=O)N1CCC(c2ncc(OCc3ccc(S(C)(=O)=O)cc3)cn2)CC1,2.8
COc1ccccc1Oc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccncc1)CC2,1.8
COc1ccc(OCC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5cc(C)ncn5)ccc42)C3)c(C(N)=O)c1,2.0
O=C(c1csc2ccccc12)N(CCc1ccc(Cl)cc1)C1CCN(CCc2ccc(F)cc2F)CC1,4.1
Cn1c(COc2cccc(C(=O)O)c2)nc2ccc(Oc3ccc4c(c3)OCC4)cc21,2.0
CC(C)(O)[C@H]1C[C@H](C#Cc2ccc(N3C[C@H](C[C@](C)(C(=O)NO)S(C)(=O)=O)OC3=O)cc2)C1,1.6
[O-][S+](Cc1ccccc1)c1ccccc1O,2.16
O/N=C(\NC1CCCC1)c1ccccc1-c1ccccc1,4.3
CC(C)[C@@H]1NC(=O)C/C=C/c2cc3cc(ccc3cn2)[C@@H](C)OC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC1=O,1.1
Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)C3(C)C)n1,2.0
CC1(C)CCN1Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1,1.8
CC1(C)CC(=O)N(c2ccc(F)c(C(F)(F)F)c2)C(=O)N1,2.4
O=C1OC2(CCN(CCc3c[nH]c4ccccc34)CC2)CN1CCc1ccccc1,2.95
Cc1noc(C)c1S(=O)(=O)Nc1c(N2CCC(C)CC2)c(=O)c1=O,-1.0
C[C@H](CO)OC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1ccc(F)cn1,1.7
O=c1[nH]nc(-c2ccc(Cl)c(Cl)c2)o1,2.4
Cc1cc(=O)n2nc(N[C@H](C)c3cccc(Cl)c3)nc2[nH]1,1.1
CCCC(=O)Nc1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cn(C)c1=O,2.6
O=C(CCc1ccccc1)N1CCC(O)(Cn2cnc3ccsc3c2=O)CC1,1.7
CNC(=O)c1cc(Nc2ccccc2)cc(-c2ccnc(NC(=O)C3CCN(C)CC3)c2)c1,2.6
O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(CO)cc3)cc12,1.2
COCCN1C[C@H](C(=O)N2C[C@@H](C)[C@](O)(c3ccccc3)[C@@H](C)C2)[C@@H](c2ccc(F)cc2F)C1,3.1
CCCCc1ccc(Nc2cc(C)nc3ncnn23)cc1,3.6
CN(C)Cc1ccccc1Sc1ccc(Cl)cc1N,3.552
CCC(O)c1cc(Cl)c2c(c1Cl)C(=O)N(Cc1c(C)cc(C)[nH]c1=O)CC2,3.1
CC1=C(CCCCC[P+](C)(C)C)C(=O)c2ccccc2C1=O,0.21
CCCn1c(NC(=O)Cc2ccc(Cl)cc2)nc2ccccc21,4.6
O=C(O)c1cn(-c2ccccc2)c2cc(N3CCNCC3)c(F)cc2c1=O,-0.97
CC(=O)N1C2C=C(CN3CCC(Nc4ccc5ccccc5n4)CC3)CC1CCC2,2.2
COc1ccccc1N1CCN(CCN(C(=O)C23CCC(CF)(CC2)C3)c2ccccn2)CC1,2.7
CC(=O)N1CCC(n2cc(Nc3ncc(Cl)c(-c4cnn5ccccc45)n3)c(C)n2)CC1,3.2
CN1CCN(c2ncc(-c3cc(Cl)cc(Cl)c3Cl)c(N)n2)CC1,3.39
COc1ncnc(Cn2cc(C(=O)NCCO)c3ncc(C)cc32)c1C,1.8
Cc1nnc(C(C)C)n1C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,1.9
Cc1ccccc1-c1ccc(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)c(Cl)c1,2.9
CC(C)(O)c1ccc(NC(=O)c2cccn(-c3ccccc3OCC(F)(F)F)c2=O)cc1,2.12
CCN1CCC[C@H]1CNC(=O)c1cc(Br)cc(OC)c1O[11CH3],1.33
COc1ccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)cc1,-0.38
Cc1[nH]c2ccc(Cl)cc2c(=O)c1Br,2.02
OCCSCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,4.77
COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc([S+](C)[O-])c(-c2cnn3ccccc23)n1,1.3
CS(=O)(=O)NC1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)CC1,4.4
CNc1nc2nc3c1[nH]c(=O)n3Cc1cccc(c1)OCCOCCO2,2.4
CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc3c(c2)C(C)(O)CC(C2CCOCC2)O3)cc1,4.19
CNC(=O)c1c(-c2ccc(O)cc2F)oc2ccc(O)c(CN3CCC4(COC4)C3)c12,0.1
N=C(N)NC(=O)c1nc(-c2cc3ccccc3s2)c(N)nc1N,2.9
CCNC(=O)Nc1sc2nc(C)ccc2c1C(=O)N1CCC(N2CCCC3(C2)NC(=O)N(C(C)C)C3=O)CC1,2.39
COc1cc2oc(=O)n(CCC(=O)O)c2cc1Cl,0.8
CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNCCC(F)(F)F)cc13)N(C)S(=O)(=O)CC2,2.8
CC[C@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,0.21
CC(C)(C)N1CCC(Oc2ccc3[nH]c(C(=O)N4CCOCC4)cc3c2)CC1,0.03
CC(C)[C@@H]1CNC(=O)c2cc(N3CCOC[C@H]3C)nn21,1.2
CC(C)(O)c1ccc(N2Cc3c(cc(C(C)(C)F)nc3-c3ccccc3OCC(F)F)C2=O)cc1,3.69
COc1cc(-c2nnc3n2CCCC3(Oc2cc(F)c(F)c(F)c2)C(C)(C)O)ccc1-c1cnc(C)o1,3.2
c1ccc2nocc2c1,1.12
C[C@@](CCc1ccc(-c2ccccc2)cc1)(C(=O)NO)S(C)(=O)=O,2.24
CCCCNc1ccc2c(=O)n(C3CCC(=O)NC3=O)nnc2c1,2.2
Cc1cccc2c(=O)c3c([nH]c12)CC(C)(C)CC3,2.3
