canonical_smiles,standard_value
COc1nnccc1-c1noc(-c2nnn(Cc3ccc(CN4CCOCC4)cc3)c2N)n1,1.0
COc1cccc2c(NC(=O)CN3CCN(C4CCCCC4)CC3)cccc12,2.18
NS(=O)(=O)c1cccc(Nc2nc(NC3CCN(Cc4ccccc4)CC3)c3ccccc3n2)c1,3.37
COc1cc2[nH]c(C)c(-c3ccc(OCc4ccc(F)cc4)cc3)c(=O)c2cc1Cl,3.7
CCOc1nc(NC(=O)C(C)(C)NC(=O)c2ccc3c(C4CCCC4)c(-c4ncc(Cl)cn4)n(C)c3c2)cnc1/C=C/C(=O)O,3.3
Fc1ccccc1Cn1ccc2c(OC3CCN(Cc4cscn4)CC3)ncnc21,3.49
C#Cc1cc2c(c(F)c1-c1c(O)cccc1Cl)OC[C@H]1CN(C(=O)C=C)CCN1C2,2.7
O=[N+]([O-])c1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3nc(O)sc23)cc1,2.32
CC[C@@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1F)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,0.11
CNc1ccc(-c2nc3ccccc3s2)cc1,2.7
CCN1CCN(c2cc3[nH]c(S[C@]4(C)CC[C@@H](N(C)C(C)=O)CC4)nc3cc2Cl)CC1,2.7
Cc1cc(C)c(CN2CCc3ccc(O[C@@H]4CCOC4)c(Cl)c3C2=O)c(=O)[nH]1,1.5
Cc1ncc2c(=O)[nH]c(-c3ccc(C(C)(C)C)cc3)cn12,3.3
Cn1c2c(c3c(F)c(F)ccc31)CN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)CC2,2.8
COCCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,0.0
O=C(O)Cc1ccc(-c2ccc(N(C(=O)OCc3ccccc3)C3CCOCC3)cc2)cc1,3.13
O=C(O)c1ccc(NC(=O)[C@H](C2CCCCC2)n2c(-c3ccc(Cl)cc3)nc3ccccc32)c(C(F)(F)F)c1,2.34
CNC(=O)Nc1sc2nc(C)ccc2c1C(=O)N1CCC(N2CCC[C@]3(CC(=O)N(C(C)C)C3=O)C2)CC1,2.51
CC(C)c1ccc(-c2ccc(N[C@H]3CC[C@H](O)CC3)c(C(N)=O)c2)cc1,4.59
O=C(O)c1cccc(Cn2cnc3ccccc32)c1,-0.72
CCn1c([C@@H](C)NS(=O)(=O)c2ccc(C#N)cc2)nc2cnc(C(F)(F)F)cc21,1.6
CC(C)N1CCC(Oc2ccc3c(c2)cc2n3C[C@@H](C)N(CC3CC3)C2=O)CC1,1.4
CNC(=O)c1cc(C(=O)N[C@H]2[C@@H]3COC[C@@H]32)cc2c1OC[C@H]2c1ccccn1,1.6
COc1cc(Nc2ncc(CCc3c(F)c(OC)cc(OC)c3F)cn2)ccc1N1CCN(C)CC1,3.0
Cc1ccc2nc(O)n(C3CCN(Cc4cc5c(cc4Cl)OCO5)CC3)c2c1,2.6
CC1(c2ccc(S(N)(=O)=O)cc2)NC(=O)N(CC(=O)c2ccc(Cl)s2)C1=O,3.52
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1,0.5
O=C(NCC1CCN(Cc2ccc(NS(=O)(=O)C3CCCCC3)cc2)CC1)c1cccc2c1OCCO2,2.5
COc1ccc(Sc2ccccc2CN(C)C)c(N)c1,2.825
Oc1nc2c(O)ccc(CCNCCC(F)(F)CCCOCCc3ccccc3)c2s1,3.26
O=C1c2ccccc2C(=O)N1CCCCCCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,1.67
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N(C)Cc1ccccc1,3.5
FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Nc3ccc4nnc(C(F)(F)F)n4n3)CC2)n1,3.8
CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,1.245
CCS(=O)(=O)Nc1cccc2c1c(Oc1ccc(Cl)cc1)c(C)n2CC(=O)O,-0.2
CCCC[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(C)=O)C(C)(C)C)c1ccc(-c2scnc2C)cc1,2.75
N#C[C@H](Cc1ccc(-c2ccc3oc(=O)n(CC(F)F)c3c2)cc1)NC(=O)[C@@H]1CNCCCO1,1.0
Fc1ccc(-c2nc(CNc3ccnc4cc(Cl)ccc34)[nH]c2CN2CCCC2)cc1,4.77
COc1cc(C)[nH]c(=O)c1CN1CCc2c(Cl)cc([C@H](OC)C3COC3)c(Cl)c2C1=O,1.9
CCNC(=O)Nc1sc2ccccc2c1C(=O)N1CCC(N2CCCC3(CC(=O)N(CC)C3=O)C2)CC1,2.82
COc1ccc2c(c1)N(CCN1CCC(NCc3cc4c(cn3)OCCO4)CC1)C(=O)CS2,1.78
CS(=O)(=O)Nc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3nc(O)sc23)cc1,1.34
CCNC(=O)Nc1cc2c(-c3ccnc(C)c3)ccc(CNC(=O)OCCO)c2cn1,2.5
Cc1ccc2[nH]c(C(=O)N[C@H]3CN(S(=O)(=O)c4ccnc(C)c4)C[C@@H]3C(=O)NCCN(C)C)cc2c1,1.7
Cn1c(=O)c2c(c3cc(Nc4ccnc(Cl)c4Cl)ccc31)N[C@@H](C1CC1)C(F)(F)CO2,3.2
N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3ccc(F)cc3)CC2)CC1,2.1
COc1cc(N(CC(C)C)c2ccc(F)c3ccccc23)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O,2.2
CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc3c(c2)C(O)C[C@@H](C2CCOCC2)O3)cc1,4.12
CN(C)C[C@@H](OC(=O)N1Cc2c(NC(=O)C3(C(F)(F)F)CCC3)n[nH]c2C1(C)C)c1ccccc1,1.6
CN1CCN(c2ccc(Nc3nccc(-c4cccc([N+](=O)[O-])c4)n3)cc2C(F)(F)F)CC1,4.5
Cc1nc(OC(C)C)c(C(=O)N[C@H]2C3CC4CC2C[C@](O)(C4)C3)s1,3.0
Cc1cc(NCCc2c(C)n[nH]c2C)n2nc(N[C@H](C)c3cccc(Cl)c3)nc2n1,2.9
O=c1oc(Nc2ccccc2)nc2ccccc12,3.5
O=S(=O)(c1ccccc1)c1ccc2c(c1)CCNCC2,0.5
CC1CC(c2ccc(-c3cc(C(=O)O)cc4cc(-c5ccc(C(F)(F)F)cc5)ccc34)cc2)CCN1,2.1
CCN1CC2CC1(C(NC(=O)c1c(C)cccc1C)c1ccccc1)C2,1.1
COc1nc(NC(=O)C(C)(C)NC(=O)c2ccc3c(C4CCCC4)c(-c4ccc(F)cn4)n(C)c3c2)ccc1/C=C/C(=O)O,3.3
CC1(C)Oc2c(CN3CCC4(CC3)CCN(C(=O)c3ccc(N)cn3)CC4)cccc2C1(F)F,2.3
Cc1cc(COc2cc(F)c(F)c(F)c2)nc(-c2ccccn2)n1,3.4
C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cn2)cn1,3.0
CC(=O)N/C(N)=N/C(=N/S(=O)(=O)c1ccc(Cl)cc1)N1C[C@H](c2ccccc2)C(c2ccc(Cl)cc2)=N1,4.3
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(C#N)CC2)C(C)(C)C)c2ncccc12,1.7
Cc1ccnc(NC(=O)c2ccccc2C)c1,2.8
C[C@H]1[C@H](F)C[C@@H](C(=O)NCc2cc(-c3cnc(C(F)(F)F)cn3)ncn2)N1S(=O)(=O)c1ccc(F)cc1,2.3
CCCCCC(C)NCc1coc(-c2ccc(CCCC)cc2)n1,5.51
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n1-c1ccc2c(n1)[C@@](O)(CC)CC2,1.0
Cn1nc2c(=O)n(CC3(O)CCN(C(=O)C[C@H](c4ccccc4)C(F)(F)F)CC3)cnc2c1-c1ccc(CN)cc1,0.1
CCCCCC[C@H]1OC[C@@H](C)NC(=O)[C@H](COCCCNC(=N)N)NC(=O)[C@H](CN)NC(=O)[C@H](C2CCCCC2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]1C,2.0
Cc1nc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)C3)cs1,2.9
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCCCNc1ccc(C(=O)NC3CCC(=O)NC3=O)c(F)c1)c1nnc(C)n1-2,2.7
COc1ccc(C2(C)NC(=O)N(CCC(=O)c3ccc(F)cc3)C2=O)cc1,4.6
N/C(=N\c1ccc(CCCCO)cc1)Nc1ccc(CCCCO)cc1,0.047
CCOC(=O)N1C[C@H]2C[C@@H]1C[C@@H]2c1ccc(-c2cc(C(=O)OCC(=O)N(C)C)cc3cc(-c4ccc(C(F)(F)F)cc4)ccc23)cc1,6.0
Clc1ccc2c(NCCCCCCCCCCCCNc3nccc(Cl)n3)ccnc2c1,2.59
O=C(c1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2)N1C[C@H](O)CO1,1.55
O=C(O)c1cn(Cc2cc(O)cc(O)c2)c2ccccc2c1=O,0.57
CN(c1ncco1)c1cnc(NCc2c(F)ccc3c2CCO3)n2cnnc12,2.1
CCc1cc2ccc(CN3CCN(c4ccc(C(=O)NC)cc4)CC3)cc2[nH]c1=O,3.0
CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)O)C4=O)C3=O,3.6
COc1cccc2[nH]c(C)c(-c3ccccc3)c(=O)c12,1.63
CC1(c2ccc(S(=O)(=O)N3CCOCC3)cc2)NC(=O)N(CC(=O)c2ccc(F)cc2F)C1=O,4.39
Cc1cc(Nc2ccc3c(c2)CCC3)n2ncnc2n1,2.9
COC(=O)c1ccc(NC(=O)c2cccc(-c3cc(C(=O)Nc4ccncc4F)ccc3CN)c2)cc1,2.74
COc1c(OC(=O)c2ccccc2C)cc2c(c1OC(=O)c1ccccc1C)[C@@H]1O[C@H](COC(=O)c3ccccc3C)[C@@H](OC(=O)c3ccccc3C)[C@H](O)[C@H]1OC2=O,1.608
Cc1cc2c(C3CCCCC3)cnc(NC3CCN(CCCN)CC3)c2[nH]c1=O,3.1
COc1ccc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)cc1OC,2.61
C[S+]([O-])CCCCNC(=S)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O,-0.75
CCN(CC)c1ccc(-c2nc3cnccn3c2Cc2coc(C)n2)cn1,4.2
COc1ccc(Sc2c(C)n(CC(=O)O)c3ccc(C)cc23)cc1,1.0
CC(=O)N(C)C1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)CC1,4.4
Cc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,2.56
COc1ccc2nc(C)cc(OCC(=O)Nc3ccccc3)c2c1,4.28
COc1cc(F)ccc1-c1cnc2sc(N3CCC(CN)(S(C)(=O)=O)CC3)nn12,2.2
FC(F)(F)c1cc(-c2cccnc2)cc(-c2nnc(Nc3ccc(CN4CCCC4)cc3)o2)c1,3.3
COc1cc2c(cc1OC)[C@@H]1CC(N)[C@@H](c3cc(C)ccc3C)CN1CC2,1.6
O=C(c1cccnc1)N1CCN2C(=O)c3ccncc3[C@]12c1ccc(Cl)cc1,2.1
O=c1[nH]c2c(O)ccc([C@@H](O)CNCC[S+]([O-])CCCNCCc3cccc(Cl)c3)c2s1,0.2
CN(C)[C@@H]1CCC[C@H]1Nc1nc(Nc2ccc(S(C)(=O)=O)cc2)ncc1C(F)(F)F,1.5
Cc1cc(C)c(CN2CCc3c(Cl)cc(-c4c(C)n[nH]c4C)c(Cl)c3C2=O)c(=O)[nH]1,3.4
COc1ncnc(Cn2cc(C(=O)NCC(F)F)c3ncc(C)cc32)c1C,2.9
Cc1ccc(Cl)cc1-n1cc(COc2ccc(OCC(=O)O)c(F)c2)nn1,1.95
Brc1cccc(Br)c1N(Cc1ccccc1)C1=NCCN1,-0.05
CNc1nc(C(F)(F)c2ccccc2)nc2c1CCNCC2,0.8
CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)Cc2ccccn2)c(=O)n(-c2ccccc2)c(=O)n3Cc2c(F)cccc2F)cc1,3.05
COc1ccccc1-c1nc(-c2nc(C)n[nH]2)c(OC)c2ncccc12,5.7
CC(=O)NC1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)CC1,2.2
CCCCc1c(NCc2ccccc2N2CCN(C)CC2)cnn(C)c1=O,3.5
Clc1ccc2c(NC[C@@H]3CCCN4CCCC[C@H]34)ccnc2c1,2.26
CC(C)n1cc(-c2ccnc3[nH]c(C4CCNCC4)cc23)ccc1=O,-0.2
CCc1cn(CCC#N)c(=O)c2sc(CN(CC)c3ccc(F)cc3)cc12,3.34
CNc1ccc(-c2nc(=O)n(CCC3CCCO3)c3c2oc2ncc(-c4cnn(C)c4)cc23)cn1,2.7
CNCCN[C@H](c1cc(C)ccc1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2F)CC1)C(C)C,2.5
Cc1cnc(N2CCN(Cc3ccc4c(c3)[nH]c(=O)c3ncccc34)CC2)n1C,1.7
CCc1ccccc1SCC(=O)N(Cc1ccc(C#N)cc1)Cc1nnc(N)o1,2.5
COc1ccc2c(c1)CCN(C(=O)CCCC(=O)O)[C@H]2C(=O)Nc1cc(F)c2c(c1)CCC2(C)C,3.37
COc1cnc2ccc(=O)n(CCN3CCC(c4nc5cc(Cl)c(C)cc5[nH]4)CC3)c2c1,3.8
COc1cccc2c(=O)c3c([nH]c12)CCCC3,1.7
CN1CCN(Cc2csc(C(=O)Nc3ccc(Cl)cc3C(=O)Nc3ccc(Cl)cn3)c2Cl)CC1,3.11
COc1ccccc1CNc1nccn(-c2cc(C(=O)NC3CC3)ccc2C)c1=O,3.0
CNc1nc2nc3c1[nH]c(=O)n3Cc1cccc(c1)OCCCCCO2,3.5
CC1(c2ccc(S(N)(=O)=O)cc2)NC(=O)N(CC(=O)c2cccc(OC(F)(F)F)c2)C1=O,4.14
CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnc4n3CCCC4)c(Cl)cn2)C1,2.7
CCOC(CC(=O)O)c1ccc(OCc2ccccc2)nc1,0.7
O=C(O)CCc1ccc(C#Cc2ccccc2OC(F)(F)F)cc1,2.66
C#CCN(C)[C@H](C)Cc1ccccc1,3.333333333333333
CCOc1nc2ccc(OC)cc2n1CCNC(C)=O,1.26
C=CC(=O)N1CC2(CC(n3nc(-c4ccccc4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,4.9
COc1cc(C)ccc1Oc1ncccc1/C(=N/O)NC1CCCCC1,4.02
Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CC(=O)O)CC3)c(F)c2)nc1C(N)=O,1.3
COCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2cccnc2c1=O,2.1
N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4c(Cl)cccc4c3C2)CC1,3.6
Cn1cc(C2CCN(C(=O)C3CCCC3)CC2)c2cc(NC(=O)c3cccc(C#N)c3)ccc21,4.4
O=C(NCCc1csc(-c2ccccc2)n1)N1CCCCC1,3.2
CNc1ccc(-c2cn3cc(SC)ccc3n2)cc1,3.6
O=C(NCCCCCCNCCc1ccc(O)c2nc(O)sc12)Nc1ccccc1,1.26
COc1nnc2ccc(N3CCC(c4ccc(OCCN5CCN(C)C(=O)[C@@H]5C)cc4)CC3)nn12,2.2
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-0.3
COC(=O)c1ncc(Cl)cc1NC(=O)c1ccc(C(C)(C)C)cc1,5.3
COc1ccc2c(=O)c(-c3ccccc3)c(C)[nH]c2c1,1.56
C/N=C(/NC#N)NCCSCc1csc(NC(=N)N)n1,0.57
CCC(=O)Nc1n[nH]c2cc(Cl)ccc12,2.2
O=S(=O)(c1c(O)cc(F)cc1F)N1CCC2(CCC2)C1,4.1
CC(=O)N1CC(C#CC#Cc2cc3n(c2)C(=O)N(CC[C@](C)(C(=O)NO)S(C)(=O)=O)C3)C1,0.3
COc1cccc2c1CCCC2NCCN1CCN(C2CCCCC2)CC1,0.89
C[C@H]1COc2c(N3CC[C@@H](C4(N)CC4)C3)cc(C#N)c3cc(C(=O)O)c(=O)n1c23,-0.55
COC[C@H]1Cn2cc(-c3nc(Nc4ccnn4C)ncc3C)nc2C(=O)N1Cc1ccc(F)c(F)c1,2.3
COc1ccc2c(n1)CCN(C(=O)C[C@H]1C[C@@H](C(=O)O)C1)[C@H]2C(=O)Nc1cc(F)c2c(c1)CCC2(C)C,3.51
C[C@@H]1CN(C(=O)O[C@@H]2CCOC2)CCN1c1ncc(OCc2ccncc2C#N)cn1,1.9
Cc1cccc(C)c1CNc1nccc2c(C)c(C)[nH]c12,2.29
Cc1[nH]ncc1-c1nnc(-c2ccc(OC(C)C)c(Cl)c2)s1,5.45
Cc1ncc(C(=O)N[C@H]2C3CC4CC2C[C@](O)(C4)C3)c(CC2CCCC2)n1,2.1
CCOc1cc(CN2CCC(Nc3nc4cc(S(N)(=O)=O)ccc4o3)CC2)ccc1OC,1.51
CCCSc1c(C(=O)NC2CCCCC2)cnn1[C@H]1CC[C@@H](C(=O)O)CC1,1.4
N=C(N/N=C(\CO)c1ccc(Cl)cc1)N/N=C(\CO)c1ccc(Cl)cc1,4.0
FC(F)(F)c1ccc(N(c2cncnc2)C2CCN(c3ccc(C(F)(F)F)cn3)CC2)cc1,4.9
O=C(N[C@H]1CCN(c2nccn3ccnc23)C1)[C@H]1[C@@H]2CN(C(=O)[C@@H]3CCCO3)C[C@@H]21,0.6
COCC(C#N)NC1CC(O[C@H]2C[C@](O)(C(C)=O)Cc3c(O)c4c(c(O)c32)C(=O)c2c(OC)cccc2C4=O)OC(C)C1O,2.64
O=C(c1ccccn1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,3.1
CS(=O)(=O)C[C@H]1COc2cc(F)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,1.4
O=C(C(c1ccc(Cl)cc1)c1cncnc1)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,3.9
COc1cc2c(cc1N1C[C@@H](C)N[C@@H](C)C1)N(S(=O)(=O)c1ccc(-c3ccccn3)s1)CC2,1.8
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)CN(CC)CC)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)N[C@H](C)[C@@H](O)[C@]1(C)O,3.86
O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1ccccn1,-0.21
CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3ccnc4[nH]ccc34)n2)CC1,2.2
C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N(C)C)cc(CN4CCOc5c(F)cc(F)cc54)c3o2)CCO1,2.3
CC1CCCC2C1N2CC(O)Cn1ccnc1[N+](=O)[O-],1.55
CCc1cc(=O)n2nc(C)c(C#N)c2[nH]1,0.21
COc1ccccc1[C@H](N)CNc1cc(C)nc2nc(N[C@H](CC#N)c3cccc(Cl)c3)nn12,3.1
COCCN(C)Cc1c(-c2ccc(NC(=O)NOC)cc2)sc2c1c(=O)n(-c1ccccn1)c(=O)n2Cc1c(F)cccc1F,1.62
c1cc(-c2ccc3ncnc(Nc4ccncn4)c3c2)cc(N2CCOCC2)c1,3.1
CCCCCC(=O)OC[C@H]1O[C@H]2c3c(cc(OC(=O)CCCCC)c(OC)c3OC(=O)CCCCC)C(=O)O[C@@H]2[C@@H](OC(=O)CCCCC)[C@@H]1OC(=O)CCCCC,6.064
Cc1c(C(=O)Nc2ccccn2)ccc(F)c1F,2.8
Clc1ccc(-c2nnnn2OCc2cccc(Cl)c2)cc1,4.5
CCSc1nc(N2C[C@@H]3[C@H](C2)[C@H]3C(=O)O)ccc1C(=O)NC12CC3CC(CC(C3)C1)C2,2.6
Cc1ccnn1CCCOc1cc(N2CCOC(C(F)(F)F)C2)ncn1,2.9
O=C1c2ncc3c(c(S(=O)(=O)N4CCOCC4)cn3Cc3ccc(F)cc3)c2CCN1O,0.18
CNC(=O)c1c[nH]c2ncnc(N[C@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)c12,2.7
Cc1cc(Cl)cc2c(-c3ccccc3)c(C(=O)O)c(N3CCCCC3)nc12,2.14
CNC(=O)c1cccnc1-n1cc(CN2CCC3(CC2)OCc2ccccc23)c(C)n1,1.4
CCCCCOc1ccc(-c2nc(CNCCC3CCCN3C)co2)cc1,5.2
COc1ccccc1OC(C)c1cc(C(=O)N(C)CCO)cn2c(=O)cc(N3CCOCC3)nc12,1.9
CCCOc1cc(Oc2ccc(C)nc2C)cc2c1nc(COc1cccc(C(=O)O)c1)n2C,2.2
CNc1nc(NCCCN(C)C)c2sc(-c3cccc(OC(F)(F)F)c3)cc2n1,4.3
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1.7700000000000002
Oc1ccc2c(c1)CCCC(c1cccc(F)c1Cl)=C2c1ccc(O[C@H]2CCN(CCCF)C2)cc1,4.41
COc1cccc([C@@H](c2ccc3c(c2)CN(CCC(=O)O)CC3)N2C[C@@H](C)N(Cc3ccccc3)C[C@@H]2C)c1,2.3
O=c1[nH]c2cc(O)ccc2c2c1sc1ccccc12,3.43
CN(c1ccc(N2CCOCC2)nn1)n1cccc1,2.0
N[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1COc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,1.38
COc1cc(N2CC3CN(CCO)CC(C2)O3)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,2.5
CS(=O)(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H]2[C@@H](N3CC[C@H](O)C3)CCC[C@@H]21,2.41
COCCOc1cc(F)c2c(Nc3ccc(NC(=O)Cn4cc(C(C)C)nn4)cc3)ncnc2c1,3.0
CCOc1cc(Cl)c(C(=O)NC(=O)Nc2nc3ccc(CN4CCN(C)CC4)cc3s2)cc1N1CCCC1,4.0
O=C(c1ccc(-c2ccnc3[nH]c(-c4ccc(CN5CCOCC5)cc4)nc23)cc1)N1CCCC1,3.2
CC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnc4[nH]cc(C5CCOCC5)c34)CC2)CC1,1.3
CC(Cc1nsc(Nc2ccc(F)c(Cl)c2)n1)NC1CC(C)(C)NC(C)(C)C1,2.5032
CCNC(=O)Nc1cc(-c2nc(C(C)(C)C)cs2)c(-c2cncc(C(=O)O)c2)cn1,0.12
CN(C)C(=N)/N=C(\N)NSC1CCCCC1,0.49
CNC(=O)c1ccc(F)cc1Nc1cc(Nc2cc(C)nn2C)ncc1C(F)(F)F,3.8
CCOC(=O)C(CC)(CC)NC(=O)c1ccc(N2CC(O[11CH3])C2)c(OCC2CC2)n1,1.94
Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2ncnc2n1,3.025
Cc1nnc2c(NC3CCN(C)CC3)cc(C(=O)N3[C@H]4Cc5ccccc5[C@@H]3CNC4=O)cn12,-0.5
CCN(CC)S(=O)(=O)c1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)nc2)c1,3.2
Cc1cc(C)c2[nH]c3c(c(=O)c2c1)CCCC3,2.2
O=c1[nH]n(Cc2ccccc2)c2c1CCNCC2,-0.1
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(C(=O)NCCNC(=O)NCCN(C(C)C)C(C)C)nc32)[C@H](O)[C@@H]1O,0.9
O=C(Nc1ccc(Cl)cn1)[C@H]1CNC[C@@H]1C(=O)Nc1ccc(-n2ccccc2=O)cc1F,0.63
O=C(O)c1cc(-c2ccc(C3CC4CCC(C3)N4)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c1,2.3
COc1cc(NC(=O)c2nnn(Cc3ccc(CN4CCOCC4)cc3)c2N)ccc1F,2.1
CN1C(=O)[C@H](NC(=O)Nc2cccc(Nc3nn[nH]n3)c2)N=C(c2ccccc2)c2ccccc21,0.89
CNc1ncnn1-c1noc2c(F)c3c(cc12)CC1(C(=O)NC(=O)NC1=O)[C@H]1[C@H](C)O[C@H](C)CN31,2.1
COc1ccc2[nH]c(C)c(Cc3ccccc3)c(=O)c2c1,2.53
O=C1CCCC/C=C/CCCCOc2cccc(c2)CCC(=O)Nc2nnc(s2)CCCCc2ccc(nn2)N1,3.89
COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(-c4ccc(N5CCN(C)CC5)cc4)n[nH]c3c1)C(=O)N2,4.0
COc1ccc([C@@H](NC(=O)c2[nH]cnc3nccc2-3)C(C)c2nnn[nH]2)cc1,0.0
C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](O)C1,2.0
Cc1noc(C)c1S(=O)(=O)Nc1c(N2CCC(NCc3ccc(C(F)(F)F)cc3)CC2)c(=O)c1=O,0.8
C#Cc1n[nH]c2c(-c3cn([C@@H](C)c4ccccn4)c(=O)[nH]c3=O)cc(F)cc12,2.7
CN1CCC(SC(=S)NCCCCNC(=O)CC2CCCC2)CC1,3.0
CS(=O)(=O)NC(=O)OCc1cn(-c2ccc(Cl)cc2)nc1-c1ccncc1,2.73
CCN1C(=O)c2ccccc2S1(=N)=O,0.7
CCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,1.4
O=C1Nc2cc(=O)n(Cc3ccccc3)cc2CN1c1cccc(OCc2cccnc2)c1,1.9
CC(=O)N1C2C=C(CN3CCC(Nc4ccc5ccc(OC(C)C)cc5n4)CC3)CC1CCC2,3.4
O=C1CCCN1Cc1c(F)cc(-n2nc(C(F)(F)F)c3c2CCOC3)cc1F,2.5
CC(C(=O)O)c1cccc(/C(=N\O)c2ccccc2)c1,-0.04
NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,-0.11
Nc1c(Cc2cccc3ccccc23)c(C2CC2)c2n(c1=O)C(C(=O)Nc1ccccc1)CS2,4.3
COc1c(OC(=O)c2c(Cl)cc(Cl)cc2Cl)cc2c(c1O)[C@@H]1O[C@H](COC(=O)c3c(Cl)cc(Cl)cc3Cl)[C@@H](O)[C@H](O)[C@H]1OC2=O,3.888
c1ccc(CC2CCN(CCCc3ccc4[nH]ncc4c3)CC2)cc1,2.63
c1ccc2ncccc2c1,1.755
Cc1ccc2[nH]c(C(=O)N[C@H]3Cc4ccccc4[C@@H]3NC(=O)[C@@H]3CNCCOC3)cc2c1,2.6
